020118043	Nopan Rahmadi	2019-06-10 07:38:25	1	0
020118043	Nopan Rahmadi	2019-06-10 17:30:16	1	1
020118043	Nopan Rahmadi	2019-06-11 07:48:34	1	0
020118043	Nopan Rahmadi	2019-06-12 07:36:26	1	0
020118043	Nopan Rahmadi	2019-06-12 17:22:02	1	1
020118043	Nopan Rahmadi	2019-06-13 09:11:02	1	0
020118043	Nopan Rahmadi	2019-06-13 17:07:40	1	1
020118043	Nopan Rahmadi	2019-06-17 07:36:38	1	0
020118043	Nopan Rahmadi	2019-06-17 17:07:17	1	1
020118043	Nopan Rahmadi	2019-06-18 07:47:49	1	0
020118043	Nopan Rahmadi	2019-06-18 17:06:21	1	1
020118043	Nopan Rahmadi	2019-06-19 08:01:13	1	0
020118043	Nopan Rahmadi	2019-06-19 17:11:12	1	1
020118043	Nopan Rahmadi	2019-06-20 07:39:43	1	0
020118043	Nopan Rahmadi	2019-06-20 17:40:23	1	1
020118043	Nopan Rahmadi	2019-06-21 08:12:59	1	0
020118043	Nopan Rahmadi	2019-06-21 15:43:48	1	1
020118043	Nopan Rahmadi	2019-06-24 08:22:30	1	0
020118043	Nopan Rahmadi	2019-06-24 17:24:57	1	1
020118043	Nopan Rahmadi	2019-06-25 07:19:33	1	0
020118043	Nopan Rahmadi	2019-06-25 17:04:56	1	1
020118043	Nopan Rahmadi	2019-06-26 08:00:14	1	0
020118043	Nopan Rahmadi	2019-06-26 17:08:33	1	1
020118043	Nopan Rahmadi	2019-06-27 07:51:47	1	0
020118043	Nopan Rahmadi	2019-06-27 17:07:28	1	1
020118043	Nopan Rahmadi	2019-06-28 07:28:18	1	0
020118043	Nopan Rahmadi	2019-06-28 17:18:25	1	1
010118032	Bungsu Sapta Perbani	2019-06-10 07:48:51	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-10 07:54:40	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-10 17:10:39	1	1
010417010	Fauzan Ardhi Wicaksono	2019-06-11 07:57:30	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-11 17:07:43	1	1
010417010	Fauzan Ardhi Wicaksono	2019-06-12 07:57:41	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-12 17:10:01	1	1
010417010	Fauzan Ardhi Wicaksono	2019-06-13 08:01:52	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-13 14:58:31	1	1
010417010	Fauzan Ardhi Wicaksono	2019-06-17 08:05:27	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-17 17:11:38	1	1
010417010	Fauzan Ardhi Wicaksono	2019-06-18 07:58:54	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-18 17:30:16	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-18 17:30:27	1	1
010417010	Fauzan Ardhi Wicaksono	2019-06-19 07:44:34	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-19 17:08:50	1	1
010417010	Fauzan Ardhi Wicaksono	2019-06-20 08:03:12	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-20 17:42:13	1	1
010417010	Fauzan Ardhi Wicaksono	2019-06-21 07:58:58	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-21 17:18:16	1	1
010417010	Fauzan Ardhi Wicaksono	2019-06-24 07:58:14	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-24 17:18:50	1	1
010417010	Fauzan Ardhi Wicaksono	2019-06-25 08:01:35	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-26 08:05:00	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-26 17:11:25	1	1
010417010	Fauzan Ardhi Wicaksono	2019-06-27 07:59:22	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-27 17:08:03	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-27 17:08:11	1	1
010417010	Fauzan Ardhi Wicaksono	2019-06-28 08:04:11	1	0
010417010	Fauzan Ardhi Wicaksono	2019-06-28 17:21:09	1	1
010912001	Arif Syaripudin	2019-06-10 11:59:39	1	0
010912001	Arif Syaripudin	2019-06-10 17:09:20	1	1
010912001	Arif Syaripudin	2019-06-11 08:18:13	1	0
010912001	Arif Syaripudin	2019-06-12 08:22:43	1	0
010912001	Arif Syaripudin	2019-06-12 17:21:01	1	0
010912001	Arif Syaripudin	2019-06-13 08:46:06	1	0
010912001	Arif Syaripudin	2019-06-13 17:21:15	1	1
010912001	Arif Syaripudin	2019-06-14 07:56:52	1	0
010912001	Arif Syaripudin	2019-06-14 08:33:33	1	1
010912001	Arif Syaripudin	2019-06-14 10:56:30	1	0
010912001	Arif Syaripudin	2019-06-14 17:13:13	1	1
010912001	Arif Syaripudin	2019-06-17 09:07:30	1	0
010912001	Arif Syaripudin	2019-06-17 17:14:41	1	1
010912001	Arif Syaripudin	2019-06-18 12:35:11	1	0
010912001	Arif Syaripudin	2019-06-18 17:10:42	1	1
010912001	Arif Syaripudin	2019-06-19 04:40:24	1	0
010912001	Arif Syaripudin	2019-06-20 08:15:51	1	0
010912001	Arif Syaripudin	2019-06-20 17:10:56	1	1
010912001	Arif Syaripudin	2019-06-21 17:13:11	1	1
010912001	Arif Syaripudin	2019-06-24 17:10:53	1	1
010912001	Arif Syaripudin	2019-06-25 08:38:56	1	0
010912001	Arif Syaripudin	2019-06-25 17:07:50	1	1
010912001	Arif Syaripudin	2019-06-26 17:09:43	1	1
010912001	Arif Syaripudin	2019-06-27 08:32:39	1	0
010912001	Arif Syaripudin	2019-06-27 17:05:09	1	1
010912001	Arif Syaripudin	2019-06-28 08:40:58	1	0
010912001	Arif Syaripudin	2019-06-28 15:43:30	1	1
010914002	Ikhwan Fadhillah	2019-06-10 07:32:58	1	0
010914002	Ikhwan Fadhillah	2019-06-10 15:11:28	1	0
010914002	Ikhwan Fadhillah	2019-06-17 07:24:23	1	0
010914002	Ikhwan Fadhillah	2019-06-17 17:11:49	1	1
010914002	Ikhwan Fadhillah	2019-06-18 07:57:14	1	0
010914002	Ikhwan Fadhillah	2019-06-18 18:33:49	1	0
010914002	Ikhwan Fadhillah	2019-06-19 08:07:34	1	0
010914002	Ikhwan Fadhillah	2019-06-19 17:39:35	1	0
010914002	Ikhwan Fadhillah	2019-06-21 07:44:40	1	0
010914002	Ikhwan Fadhillah	2019-06-21 17:10:27	1	0
010914002	Ikhwan Fadhillah	2019-06-24 08:01:11	1	0
010914002	Ikhwan Fadhillah	2019-06-24 16:47:09	1	0
010914002	Ikhwan Fadhillah	2019-06-26 07:59:46	1	0
010914002	Ikhwan Fadhillah	2019-06-26 17:12:27	1	0
010914002	Ikhwan Fadhillah	2019-06-27 07:42:14	1	0
010914002	Ikhwan Fadhillah	2019-06-28 07:44:07	1	0
011017021	Sefiera Vidiana Wimarga	2019-06-10 07:42:25	1	0
011017021	Sefiera Vidiana Wimarga	2019-06-10 17:02:35	1	1
011017021	Sefiera Vidiana Wimarga	2019-06-14 07:15:41	1	0
011017021	Sefiera Vidiana Wimarga	2019-06-14 17:19:42	1	1
011017021	Sefiera Vidiana Wimarga	2019-06-17 08:11:05	1	0
011017021	Sefiera Vidiana Wimarga	2019-06-18 08:08:52	1	0
011017021	Sefiera Vidiana Wimarga	2019-06-18 17:05:00	1	1
011017021	Sefiera Vidiana Wimarga	2019-06-19 07:44:45	1	0
011017021	Sefiera Vidiana Wimarga	2019-06-20 07:58:08	1	0
011017021	Sefiera Vidiana Wimarga	2019-06-20 17:03:03	1	1
011017021	Sefiera Vidiana Wimarga	2019-06-21 08:15:46	1	0
011017021	Sefiera Vidiana Wimarga	2019-06-21 20:11:36	1	1
011017021	Sefiera Vidiana Wimarga	2019-06-24 19:24:12	1	1
011017021	Sefiera Vidiana Wimarga	2019-06-26 07:38:19	1	0
011017021	Sefiera Vidiana Wimarga	2019-06-26 17:14:09	1	1
011017021	Sefiera Vidiana Wimarga	2019-06-27 08:18:37	1	0
011017021	Sefiera Vidiana Wimarga	2019-06-27 17:07:46	1	1
011017021	Sefiera Vidiana Wimarga	2019-06-28 08:18:00	1	0
011017022	Hendra Yudiana N	2019-06-10 07:23:39	1	0
011017022	Hendra Yudiana N	2019-06-10 17:13:37	1	1
011017022	Hendra Yudiana N	2019-06-11 07:59:22	1	0
011017022	Hendra Yudiana N	2019-06-11 17:16:24	1	1
011017022	Hendra Yudiana N	2019-06-12 07:50:31	1	0
011017022	Hendra Yudiana N	2019-06-12 17:12:31	1	1
011017022	Hendra Yudiana N	2019-06-13 07:46:02	1	0
011017022	Hendra Yudiana N	2019-06-13 17:18:18	1	1
011017022	Hendra Yudiana N	2019-06-13 17:29:16	1	1
011017022	Hendra Yudiana N	2019-06-14 07:52:36	1	0
011017022	Hendra Yudiana N	2019-06-14 17:31:13	1	1
011017022	Hendra Yudiana N	2019-06-14 17:32:30	1	1
011017022	Hendra Yudiana N	2019-06-17 07:56:49	1	0
011017022	Hendra Yudiana N	2019-06-17 17:08:41	1	1
011017022	Hendra Yudiana N	2019-06-18 07:56:40	1	0
011017022	Hendra Yudiana N	2019-06-18 17:49:52	1	1
011017022	Hendra Yudiana N	2019-06-19 08:01:09	1	0
011017022	Hendra Yudiana N	2019-06-19 17:27:15	1	1
011017022	Hendra Yudiana N	2019-06-20 07:59:50	1	0
011017022	Hendra Yudiana N	2019-06-20 17:21:23	1	1
011017022	Hendra Yudiana N	2019-06-20 17:39:20	1	1
011017022	Hendra Yudiana N	2019-06-24 07:54:46	1	0
011017022	Hendra Yudiana N	2019-06-24 17:13:10	1	1
011017022	Hendra Yudiana N	2019-06-24 17:14:20	1	1
011017022	Hendra Yudiana N	2019-06-25 08:06:46	1	0
011017022	Hendra Yudiana N	2019-06-25 17:16:29	1	1
011017022	Hendra Yudiana N	2019-06-26 08:01:44	1	0
011017022	Hendra Yudiana N	2019-06-26 17:18:03	1	1
011017022	Hendra Yudiana N	2019-06-27 08:03:46	1	0
011017022	Hendra Yudiana N	2019-06-27 17:12:34	1	1
011017022	Hendra Yudiana N	2019-06-27 18:36:38	1	1
011017022	Hendra Yudiana N	2019-06-28 08:05:51	1	0
011017022	Hendra Yudiana N	2019-06-28 17:23:02	1	1
011117028	Wandini Ardiansyah	2019-06-10 07:44:55	1	0
011117028	Wandini Ardiansyah	2019-06-10 17:18:02	1	0
011117028	Wandini Ardiansyah	2019-06-11 07:44:13	1	0
011117028	Wandini Ardiansyah	2019-06-11 17:09:37	1	0
011117028	Wandini Ardiansyah	2019-06-12 07:53:53	1	0
011117028	Wandini Ardiansyah	2019-06-12 17:07:03	1	0
011117028	Wandini Ardiansyah	2019-06-13 07:53:31	1	0
011117028	Wandini Ardiansyah	2019-06-13 17:12:47	1	0
011117028	Wandini Ardiansyah	2019-06-14 08:01:52	1	0
011117028	Wandini Ardiansyah	2019-06-14 17:16:14	1	0
011117028	Wandini Ardiansyah	2019-06-17 07:55:31	1	0
011117028	Wandini Ardiansyah	2019-06-17 17:06:57	1	1
011117028	Wandini Ardiansyah	2019-06-18 10:06:07	1	0
011117028	Wandini Ardiansyah	2019-06-19 08:00:18	1	0
011117028	Wandini Ardiansyah	2019-06-19 17:01:49	1	0
011117028	Wandini Ardiansyah	2019-06-20 08:04:00	1	0
011117028	Wandini Ardiansyah	2019-06-20 17:15:13	1	0
011117028	Wandini Ardiansyah	2019-06-21 07:54:17	1	0
011117028	Wandini Ardiansyah	2019-06-21 17:07:26	1	0
011117028	Wandini Ardiansyah	2019-06-21 17:18:27	1	1
011117028	Wandini Ardiansyah	2019-06-24 07:56:53	1	0
011117028	Wandini Ardiansyah	2019-06-24 17:08:16	1	0
011117028	Wandini Ardiansyah	2019-06-25 07:48:58	1	0
011117028	Wandini Ardiansyah	2019-06-25 17:07:04	1	0
011117028	Wandini Ardiansyah	2019-06-26 07:30:55	1	0
011117028	Wandini Ardiansyah	2019-06-26 17:04:07	1	0
011117028	Wandini Ardiansyah	2019-06-27 08:03:49	1	0
011117028	Wandini Ardiansyah	2019-06-27 17:06:28	1	0
011117028	Wandini Ardiansyah	2019-06-28 07:47:11	1	0
011117028	Wandini Ardiansyah	2019-06-28 15:47:29	1	0
020118031	Adila Istiqomah	2019-06-10 07:52:35	1	0
020118031	Adila Istiqomah	2019-06-10 17:14:23	1	1
020118031	Adila Istiqomah	2019-06-11 07:59:29	1	0
020118031	Adila Istiqomah	2019-06-11 17:12:08	1	1
020118031	Adila Istiqomah	2019-06-12 08:04:58	1	0
020118031	Adila Istiqomah	2019-06-12 17:14:50	1	1
020118031	Adila Istiqomah	2019-06-13 07:45:04	1	0
020118031	Adila Istiqomah	2019-06-13 17:10:21	1	1
020118031	Adila Istiqomah	2019-06-14 07:45:30	1	0
020118031	Adila Istiqomah	2019-06-14 17:14:11	1	1
020118031	Adila Istiqomah	2019-06-17 07:46:14	1	0
020118031	Adila Istiqomah	2019-06-17 17:16:05	1	1
020118031	Adila Istiqomah	2019-06-18 07:47:24	1	0
020118031	Adila Istiqomah	2019-06-18 17:12:50	1	1
020118031	Adila Istiqomah	2019-06-19 07:42:09	1	0
020118031	Adila Istiqomah	2019-06-19 17:13:45	1	1
020118031	Adila Istiqomah	2019-06-20 07:42:07	1	0
020118031	Adila Istiqomah	2019-06-20 17:12:29	1	1
020118031	Adila Istiqomah	2019-06-21 07:46:48	1	0
020118031	Adila Istiqomah	2019-06-21 18:50:10	1	1
020118031	Adila Istiqomah	2019-06-24 07:54:35	1	0
020118031	Adila Istiqomah	2019-06-24 17:16:59	1	1
020118031	Adila Istiqomah	2019-06-25 07:43:29	1	0
020118031	Adila Istiqomah	2019-06-25 18:08:49	1	1
020118031	Adila Istiqomah	2019-06-26 07:39:14	1	0
020118031	Adila Istiqomah	2019-06-26 18:02:54	1	1
020118031	Adila Istiqomah	2019-06-27 07:41:35	1	0
020118031	Adila Istiqomah	2019-06-27 17:41:14	1	1
020118031	Adila Istiqomah	2019-06-28 07:43:45	1	0
020118031	Adila Istiqomah	2019-06-28 17:18:28	1	1
020118038	Riyan Turmudi	2019-06-10 07:51:52	1	0
020118038	Riyan Turmudi	2019-06-10 18:07:43	1	1
020118038	Riyan Turmudi	2019-06-12 07:58:11	1	0
020118038	Riyan Turmudi	2019-06-12 17:15:47	1	1
020118038	Riyan Turmudi	2019-06-13 07:57:44	1	0
020118038	Riyan Turmudi	2019-06-13 17:11:35	1	1
020118038	Riyan Turmudi	2019-06-14 07:52:43	1	0
020118038	Riyan Turmudi	2019-06-14 17:17:26	1	1
020118038	Riyan Turmudi	2019-06-17 07:58:03	1	0
020118038	Riyan Turmudi	2019-06-17 17:26:13	1	1
020118038	Riyan Turmudi	2019-06-18 07:59:01	1	0
020118038	Riyan Turmudi	2019-06-19 08:00:31	1	0
020118038	Riyan Turmudi	2019-06-19 17:10:02	1	1
020118038	Riyan Turmudi	2019-06-20 08:06:35	1	0
020118038	Riyan Turmudi	2019-06-20 17:14:43	1	1
020118038	Riyan Turmudi	2019-06-21 07:59:05	1	0
020118038	Riyan Turmudi	2019-06-21 18:52:13	1	0
020118038	Riyan Turmudi	2019-06-24 07:59:28	1	0
020118038	Riyan Turmudi	2019-06-25 07:55:22	1	0
020118038	Riyan Turmudi	2019-06-25 18:09:51	1	1
020118038	Riyan Turmudi	2019-06-26 08:00:09	1	0
020118038	Riyan Turmudi	2019-06-26 18:04:26	1	0
020118038	Riyan Turmudi	2019-06-26 18:51:11	1	1
020118038	Riyan Turmudi	2019-06-27 07:59:46	1	0
020118038	Riyan Turmudi	2019-06-27 18:05:16	1	1
020118038	Riyan Turmudi	2019-06-28 08:04:45	1	0
020118038	Riyan Turmudi	2019-06-28 18:44:24	1	1
020118034	Sandi Saputra	2019-06-10 07:51:22	1	0
020118034	Sandi Saputra	2019-06-10 18:07:06	1	1
020118034	Sandi Saputra	2019-06-11 07:46:32	1	0
020118034	Sandi Saputra	2019-06-11 17:22:53	1	1
020118034	Sandi Saputra	2019-06-12 07:58:04	1	0
020118034	Sandi Saputra	2019-06-12 17:15:39	1	0
020118034	Sandi Saputra	2019-06-13 07:57:56	1	0
020118034	Sandi Saputra	2019-06-13 17:08:53	1	1
020118034	Sandi Saputra	2019-06-14 08:56:44	1	0
020118034	Sandi Saputra	2019-06-14 17:17:52	1	0
020118034	Sandi Saputra	2019-06-17 07:57:57	1	0
020118034	Sandi Saputra	2019-06-17 17:21:33	1	1
020118034	Sandi Saputra	2019-06-18 07:59:05	1	0
020118034	Sandi Saputra	2019-06-18 17:13:29	1	1
020118034	Sandi Saputra	2019-06-20 08:06:10	1	0
020118034	Sandi Saputra	2019-06-20 17:10:36	1	1
020118034	Sandi Saputra	2019-06-21 08:19:05	1	0
020118034	Sandi Saputra	2019-06-21 17:36:17	1	1
020118034	Sandi Saputra	2019-06-24 07:58:55	1	0
020118034	Sandi Saputra	2019-06-24 18:02:56	1	1
020118034	Sandi Saputra	2019-06-25 07:54:42	1	0
020118034	Sandi Saputra	2019-06-25 17:48:21	1	1
020118034	Sandi Saputra	2019-06-26 08:00:02	1	0
020118034	Sandi Saputra	2019-06-26 18:49:23	1	1
020118034	Sandi Saputra	2019-06-27 07:59:33	1	0
020118034	Sandi Saputra	2019-06-27 17:50:39	1	1
020118034	Sandi Saputra	2019-06-28 18:44:21	1	1
020118051	Ulil Hidayah	2019-06-10 07:58:38	1	0
020118051	Ulil Hidayah	2019-06-10 17:11:30	1	1
020118051	Ulil Hidayah	2019-06-11 08:04:41	1	0
